0,1,Perform,Class
63,53,-0.110607739,-1
64,50,-0.135308938,-1
28,58,0.104843921,1
54,62,-0.054483235,-1
62,53,0.258442016,1
36,42,-0.078988835,-1
33,81,-0.033263435,-1
48,68,0.063684811,1
41,74,0.159294062,1
82,32,-0.019379642,-1
48,68,-0.130775749,-1
40,76,0.17651427,1
45,69,-0.263196786,-1
61,55,0.344775688,1
34,82,-0.083157357,-1
47,61,0.11423182,1
53,63,-0.151861794,-1
39,77,-0.085284942,-1
38,70,-0.066116686,-1
62,54,0.098155387,1
41,37,0.136525763,1
57,59,-0.107632058,-1
35,80,0.129657456,1
66,47,0.09130911,1
32,84,0.177587902,1
39,77,0.109745433,1
62,54,-0.000634302,0
28,88,0.217186672,1
56,60,0.15092363,1
39,77,0.001961036,0
41,41,-0.121594045,-1
40,76,0.066971238,1
41,67,-0.044740794,-1
35,43,0.253818301,1
53,63,-0.156200493,-1
36,42,0.223482572,1
69,47,0.080321093,1
34,82,0.27836997,1
42,74,-0.126485203,-1
44,72,-0.045262745,-1
56,60,0.201070335,1
37,79,0.140386993,1
50,66,0.112301145,1
41,75,-0.517174318,-1
33,53,-0.276183946,-1
59,57,-0.186138971,-1
59,57,-0.125591978,-1
62,52,-0.140761292,-1
49,67,0.198525045,1
40,38,0.295943766,1
61,55,-0.085768582,-1
34,82,0.272105993,1
31,44,0.130763821,1
66,42,-0.095022735,-1
38,78,0.122508095,1
45,62,0.059005644,1
52,64,0.043644088,1
45,71,0.044473606,1
43,67,0.113516114,1
59,57,-0.107749282,-1
40,44,0.112788472,1
36,80,-0.013235556,0
39,71,0.160329896,1
42,74,0.049962666,1
57,59,0.003162356,0
38,78,0.059784856,1
42,74,0.131058244,1
42,38,-0.155471081,-1
38,76,0.038544853,0
63,51,0.114607062,1
31,85,0.136161512,1
48,60,-0.080395409,-1
49,67,0.054613368,1
49,67,-0.007542415,0
36,80,-0.070522748,-1
58,58,-0.042728077,-1
31,76,0.141292515,1
64,50,0.236264679,1
62,54,-0.003554408,0
58,58,0.170836627,1
39,77,-0.075193249,-1
39,77,0.058388963,1
43,73,0.199469283,1
47,69,0.058083727,1
80,30,0.003306551,0
56,60,-0.003105979,0
79,35,0.078702785,1
67,49,0.083714452,1
41,75,0.139135974,1
43,73,0.172903566,1
41,74,-0.135567208,-1
61,53,-0.007274677,0
65,51,-0.103592031,-1
35,81,-0.179042138,-1
51,65,0.076868903,1
27,89,0.011365927,0
37,79,-0.003135405,0
32,46,0.160718959,1
51,65,0.141188963,1
39,71,0.084469687,1
49,67,0.049455403,1
38,78,-0.007368464,0
61,55,-0.098789281,-1
57,59,0.122618886,1
48,66,0.056213195,1
49,67,-0.178119158,-1
39,75,0.1534601,1
36,80,-0.079423932,-1
53,63,0.15051628,1
55,61,-0.266756837,-1
61,55,-0.016680807,-1
50,66,-0.120129755,-1
34,82,0.112272952,1
52,59,-0.027847691,-1
60,53,-0.196722225,-1
49,67,0.001594638,0
34,82,0.077696771,1
37,79,0.033504035,0
59,50,-0.1282969,-1
37,79,0.150361344,1
48,62,-0.099230177,-1
49,64,-0.025101974,-1
52,62,-0.263254938,-1
33,83,-0.02503661,-1
37,79,0.421381068,1
57,59,-0.027605754,-1
37,78,0.175415104,1
57,59,0.099076382,1
54,60,0.26517683,1
51,59,0.123955591,1
44,70,-0.227289259,-1
50,62,-0.066786068,-1
40,76,0.134449646,1
34,82,-0.18881948,-1
37,79,-0.012058077,0
49,67,0.091743998,1
51,65,0.063194824,1
40,76,0.246838807,1
48,68,-0.089578376,-1
47,69,-0.095969769,-1
75,39,0.183284863,1
36,76,0.093206998,1
30,86,-0.20002483,-1
66,47,0.056678585,1
41,39,-0.084011383,-1
35,81,0.230468487,1
58,58,0.037984873,0
53,63,0.041892845,1
67,40,0.095471354,1
33,83,-0.156155895,-1
72,44,-0.146126739,-1
42,74,-0.27787704,-1
29,57,0.008019529,0
54,62,0.010631863,0
59,57,-0.085454718,-1
52,58,-0.066797149,-1
55,61,0.02933618,0
44,72,0.26414427,1
39,77,-0.017047848,-1
26,58,-0.073520901,-1
52,58,-0.131831365,-1
40,70,-0.091639587,-1
39,77,-0.189366918,-1
39,75,-0.024742059,-1
40,38,-0.049290462,-1
47,69,0.032062466,0
40,76,0.177596086,1
52,64,-0.064485887,-1
69,45,-0.106077151,-1
32,83,-0.229472819,-1
51,65,-0.121303931,-1
54,56,-0.090488394,-1
56,60,-0.187785087,-1
43,73,0.139389621,1
51,63,0.047392709,1
38,76,-0.047499699,-1
39,71,-0.002077885,0
65,51,0.08441682,1
43,73,-0.206895713,-1
43,67,0.406105473,1
70,46,0.063895166,1
50,59,0.230669122,1
51,62,0.237643995,1
44,72,0.246021325,1
69,45,-0.094589677,-1
63,53,0.070088367,1
31,85,-0.050354584,-1
38,72,-0.082092857,-1
44,72,0.009225824,0
40,76,-0.100922356,-1
22,94,-0.160692423,-1
28,86,0.047693226,1
38,74,0.036630783,0
34,82,0.042799951,1
64,52,0.138896486,1
51,65,-0.012463157,0
46,65,0.091908537,1
41,75,0.047669919,1
37,79,-0.145239792,-1
48,68,-0.145952829,-1
49,67,-0.054661579,-1
54,62,-0.030767492,-1
38,78,-0.194683946,-1
39,69,-0.056176249,-1
34,82,0.191713503,1
46,70,-0.126938477,-1
39,37,0.243387994,1
64,44,0.250703109,1
36,74,-0.022713729,-1
62,52,0.063090269,1
62,47,0.047743609,1
46,70,0.224672276,1
63,47,-0.049479412,-1
53,57,0.357663894,1
36,80,-0.05844452,-1
40,70,-0.139555417,-1
40,76,-0.095131574,-1
34,52,0.040114002,1
50,58,0.058048589,1
23,53,0.33343292,1
57,59,-0.055518968,-1
45,69,0.113515317,1
33,83,0.257575481,1
35,81,0.169199725,1
48,68,-0.123645595,-1
57,59,0.136661421,1
36,80,-0.088308608,-1
42,74,0.190110773,1
45,65,-0.08700467,-1
42,74,-0.009413899,0
44,72,0.226013651,1
43,73,-0.139825254,-1
53,56,0.435976417,1
49,65,0.421628056,1
55,61,0.135596808,1
43,73,-0.104115315,-1
58,58,0.194856127,1
58,58,-0.124972151,-1
39,77,0.007959611,0
52,64,0.047986162,1
31,85,0.006761769,0
61,55,-0.018762778,-1
48,68,0.144424238,1
59,51,0.220223147,1
37,73,0.128390799,1
40,76,0.143509676,1
57,59,0.068573854,1
37,42,-0.255594314,-1
54,58,-0.219912629,-1
65,51,0.299582728,1
46,68,-0.072740434,-1
64,52,0.112521835,1
55,61,0.160201588,1
37,41,0.040677243,1
46,70,-0.077757516,-1
45,71,-0.022260004,-1
50,66,0.153344113,1
29,79,0.224866972,1
44,72,0.407734161,1
50,66,-0.028583729,-1
34,73,0.064803138,1
53,63,-0.098073796,-1
69,45,-0.179364658,-1
31,47,0.109271479,1
59,57,0.217342517,1
38,78,-0.069232927,-1
46,63,-0.13500172,-1
72,44,-0.052644202,-1
52,64,-0.233937936,-1
39,41,0.146966742,1
52,63,0.161188908,1
36,80,0.253801957,1
31,49,-0.133108102,-1
39,77,0.092834444,1
54,60,-0.024407322,-1
40,71,0.185672678,1
50,66,0.070954949,1
60,56,-0.261552737,-1
63,53,-0.145192285,-1
34,82,-0.077454907,-1
39,69,0.176842214,1
53,63,-0.128343051,-1
39,74,-0.122529616,-1
67,43,0.025165608,0
38,74,0.129433607,1
72,44,0.101691879,1
47,69,0.130141085,1
47,69,-0.05138037,-1
38,76,0.117998823,1
44,72,-0.143196979,-1
52,62,0.124614997,1
36,80,-0.111914466,-1
31,81,0.14536044,1
41,73,0.174032482,1
38,39,0.048429929,1
71,45,0.01955828,0
63,51,0.266839135,1
52,60,0.243004893,1
42,36,-0.060556775,-1
53,63,-0.110445991,-1
42,68,0.076222152,1
43,73,-0.097879676,-1
35,79,0.115594188,1
45,68,0.172421875,1
46,70,-0.108806368,-1
39,75,0.224060531,1
40,76,-0.048509725,-1
67,45,0.187864311,1
67,45,-0.113889594,-1
62,52,0.184789841,1
54,62,-0.139435447,-1
53,63,0.020444873,0
37,39,0.036557864,0
73,39,-0.000483651,0
53,63,0.023407768,0
37,77,0.198169306,1
65,49,-0.039956947,-1
37,79,0.096841409,1
73,43,-0.022322208,-1
45,71,0.232349975,1
63,47,0.10187095,1
42,74,0.136140691,1
39,77,-0.102211586,-1
30,85,-0.009777755,0
56,60,-0.033101781,-1
52,56,-0.041293833,-1
43,72,-0.066494516,-1
60,49,-0.105669346,-1
50,60,0.081860095,1
51,65,0.034639064,0
58,58,-0.100908168,-1
45,71,-0.008210975,0
36,78,0.148430897,1
53,61,0.065765122,1
28,83,0.096035966,1
48,68,-0.033471561,-1
48,68,0.271161575,1
38,78,0.07750425,1
32,84,0.195256039,1
46,57,-0.263185244,-1
49,61,0.096164882,1
49,67,-0.062775602,-1
27,89,0.097316001,1
39,75,-0.015037764,-1
61,53,0.174320327,1
56,60,0.243010683,1
48,68,-0.134355202,-1
32,82,-0.109767775,-1
50,66,0.256340235,1
47,68,0.059872921,1
44,72,0.178331121,1
51,64,-0.007955676,0
38,40,-0.145111076,-1
33,82,-0.039790153,-1
52,55,0.080027727,1
35,81,0.09017353,1
43,71,0.179891992,1
54,53,-0.0583455,-1
53,63,-0.115350913,-1
38,78,-0.127616833,-1
38,72,0.158870289,1
40,76,-0.05099856,-1
54,56,0.273314537,1
55,53,0.201810017,1
43,67,0.022759448,0
61,55,0.245130875,1
43,73,-0.044665349,-1
40,74,-0.001741096,0
33,81,-0.017878644,-1
46,68,-0.148316088,-1
37,79,0.254186006,1
30,86,0.123267506,1
47,67,0.155203055,1
52,64,-0.112683568,-1
53,54,-0.16545236,-1
57,59,-0.052620072,-1
39,77,-0.260382192,-1
30,84,-0.208524461,-1
54,62,-0.118092136,-1
73,41,0.199579805,1
37,79,0.009914089,0
63,47,0.149852345,1
65,51,-0.007097574,0
51,65,0.316071325,1
40,76,0.025634635,0
67,49,-0.135786936,-1
41,75,-0.11573528,-1
39,75,0.164298971,1
58,58,-0.081708365,-1
35,77,0.198816002,1
65,51,0.118457477,1
53,61,-0.010870379,0
51,65,0.054988239,1
54,62,-0.142886495,-1
48,68,0.081045417,1
40,46,0.129441825,1
74,42,-0.15167449,-1
48,68,0.200296917,1
38,78,0.046376789,1
46,70,0.2535395,1
39,77,0.05341046,1
57,59,-0.06196371,-1
47,69,0.167954707,1
35,79,-0.103942443,-1
30,86,-0.357983171,-1
52,64,0.166043965,1
32,84,-0.131067198,-1
58,50,0.1265844,1
57,59,-0.126677719,-1
50,66,0.0770868,1
60,50,0.059652835,1
64,52,0.089117479,1
46,70,-0.024117793,-1
75,35,-0.095343951,-1
49,67,-0.108665888,-1
63,47,-0.080783715,-1
43,73,-0.08719692,-1
47,63,0.134462807,1
41,72,-0.040764973,-1
47,67,-0.16983692,-1
39,77,0.046140133,1
65,45,-0.269349164,-1
41,73,0.182363419,1
53,63,-0.112482116,-1
66,48,-0.002853498,0
52,58,0.082443775,1
68,42,-0.225876174,-1
33,83,-0.138924262,-1
46,70,0.24100489,1
50,66,0.00977177,0
56,54,-0.014666281,0
34,80,0.011560235,0
39,77,0.021035273,0
55,60,0.174227551,1
58,58,0.244886066,1
43,69,-0.076042697,-1
41,74,0.031205318,0
41,75,0.028722738,0
38,78,-0.08780315,-1
56,60,-0.034780632,-1
48,68,0.050768725,1
52,64,0.34631152,1
43,73,-0.0169934,-1
43,73,-0.149796319,-1
39,77,0.109648818,1
43,73,0.063451538,1
39,77,-0.128310109,-1
52,56,0.02712601,0
35,81,0.009286471,0
52,64,-0.257686303,-1
42,66,-0.082665607,-1
43,73,0.10230412,1
47,39,-0.271742897,-1
73,43,0.039703129,0
61,49,0.297810694,1
46,69,0.072224986,1
33,83,0.286661923,1
70,44,0.087389849,1
51,65,0.003363358,0
47,69,0.166565791,1
40,76,-0.138164575,-1
41,73,0.356274229,1
50,64,0.048302038,1
50,66,0.1936741,1
34,45,0.349372015,1
57,50,-0.032500126,-1
42,74,0.108155536,1
52,64,0.021357571,0
38,43,0.064603647,1
32,84,-0.110482941,-1
44,72,-0.053934607,-1
34,78,0.067417393,1
60,56,0.194317504,1
59,57,0.248824463,1
46,66,0.181363832,1
36,73,-0.051657566,-1
46,70,-0.087874382,-1
36,76,-0.148640643,-1
35,81,0.17644665,1
47,69,-0.035131515,-1
46,64,-0.007199176,0
53,63,0.038513058,0
49,67,-0.135180846,-1
67,49,0.049788809,1
36,80,-0.132739833,-1
43,73,-0.028179219,-1
40,76,-0.191757855,-1
52,61,0.063335048,1
50,66,0.279260837,1
24,86,0.199116557,1
55,61,0.110257474,1
52,64,-0.311524247,-1
40,74,-0.09983277,-1
60,56,0.074591665,1
38,76,0.227534106,1
43,73,-0.088461847,-1
50,66,0.203392201,1
42,74,0.015126241,0
54,62,-0.074157601,-1
55,61,-0.108964098,-1
43,67,0.034785396,0
32,78,-0.170150878,-1
33,83,0.02234158,0
38,78,0.177650362,1
34,46,-0.100969132,-1
62,54,0.39088795,1
44,72,0.034224941,0
50,60,0.072403212,1
37,79,0.056713125,1
43,73,0.121871558,1
52,58,-0.000486102,0
33,83,0.109826471,1
55,55,0.145919452,1
32,82,-0.163264533,-1
60,56,0.03296972,0
42,74,0.025454465,0
57,57,0.062950285,1
40,70,-0.050535227,-1
55,61,0.037931445,0
55,61,0.12233347,1
35,81,0.150367122,1
48,68,0.279151608,1
57,59,-0.057756727,-1
43,64,0.209551164,1
41,65,-0.181654065,-1
39,77,-0.321466312,-1
52,57,-0.014512863,0
40,70,0.166597284,1
44,64,0.261689836,1
33,83,0.063311369,1
45,71,0.02886736,0
34,76,-0.000105629,0
52,64,0.20803568,1
68,46,-0.061625336,-1
45,71,-0.070542496,-1
52,64,0.006451439,0
80,36,-0.044671912,-1
50,54,0.050104999,1
35,81,0.126037117,1
53,63,0.211313978,1
41,75,0.365716099,1
50,64,0.171492222,1
50,66,0.059533129,1
25,89,-0.000147358,0
58,49,0.066947887,1
37,71,-0.039417623,-1
47,69,-0.014707131,0
47,69,0.028400739,0
50,66,-0.065483072,-1
36,80,0.112641692,1
39,77,-0.04356102,-1
48,68,0.05169671,1
41,39,-0.173703433,-1
52,64,-0.076325504,-1
55,61,0.075159839,1
32,48,-0.03780447,-1
49,63,0.127912568,1
45,71,-0.039000057,-1
39,77,-0.15692815,-1
37,73,0.000899486,0
49,67,-0.069064373,-1
54,62,0.43440336,1
44,72,-0.004983889,0
30,52,0.094934891,1
66,50,0.257376555,1
27,89,-0.259069884,-1
44,72,-0.115915736,-1
57,56,-0.087724047,-1
54,62,0.219128052,1
46,67,0.009712237,0
67,46,0.016367765,0
59,55,0.166498027,1
33,83,-0.044985968,-1
46,70,0.00603872,0
24,58,0.148246821,1
66,50,-0.170946194,-1
54,61,0.067742735,1
39,75,-0.06532778,-1
54,60,-0.12258283,-1
49,65,-0.148684262,-1
35,81,0.424703736,1
46,70,-0.253417147,-1
54,62,0.283503974,1
32,84,-0.039358275,-1
39,77,-0.017230772,-1
46,60,-0.12933329,-1
53,61,-0.106598837,-1
56,60,-0.01494411,0
55,59,-0.040385329,-1
55,61,-0.201925623,-1
40,74,-0.037113385,-1
38,78,0.246311123,1
33,79,0.092270735,1
70,46,-0.087169604,-1
45,71,-0.248721437,-1
70,46,-0.063245167,-1
42,74,0.226732046,1
38,78,-0.036651753,-1
55,61,0.2092682,1
28,88,0.094942368,1
43,67,0.073525304,1
38,78,0.135883795,1
48,67,0.092592742,1
31,82,0.021657409,0
38,72,-0.216872024,-1
59,57,-0.094544599,-1
47,69,0.1264157,1
66,50,0.127896606,1
42,72,-0.369186036,-1
40,37,0.105725173,1
38,76,0.27982055,1
47,60,0.134476553,1
61,46,0.280218322,1
55,55,-0.036315343,-1
43,67,0.282851983,1
46,70,0.038864418,0
73,43,-0.078343174,-1
38,72,0.144900328,1
35,81,-0.16755328,-1
48,68,-0.019765721,-1
42,74,0.048593099,1
59,57,0.107871732,1
51,63,0.048270755,1
55,53,0.05686637,1
58,58,0.094827838,1
50,57,-0.029351809,-1
44,66,0.141717047,1
39,69,-0.071489562,-1
60,56,0.064514782,1
53,63,0.26594291,1
55,61,0.061837254,1
43,73,-0.014240188,0
57,59,0.277049077,1
54,62,-0.012065913,0
50,36,0.25921999,1
41,75,-0.182357613,-1
53,55,0.083695813,1
49,67,0.022521621,0
51,63,-0.30655971,-1
52,58,0.168695737,1
44,70,0.020726409,0
51,65,0.502343562,1
41,75,0.177660732,1
41,75,-0.264266725,-1
36,41,0.036476474,0
63,46,0.234765845,1
39,77,0.241962742,1
41,73,0.329666211,1
36,70,0.169295466,1
55,61,0.007720603,0
42,74,-0.086406047,-1
42,66,0.272608773,1
46,70,-0.143627891,-1
67,43,0.038270824,0
29,87,0.230943943,1
25,83,-0.00728115,0
54,62,0.090008207,1
63,47,0.048075259,1
52,64,0.267834006,1
45,71,-0.023573219,-1
48,64,-0.32609804,-1
56,58,0.085577013,1
44,72,0.056537123,1
41,74,0.023783988,0
55,61,0.162128838,1
61,47,-0.133355908,-1
30,86,-0.264154283,-1
44,72,0.308377153,1
69,47,0.03952165,0
39,39,-0.17212785,-1
56,54,-0.090492675,-1
46,67,-0.056323788,-1
45,68,-0.074645398,-1
37,79,0.058137569,1
31,85,0.012605229,0
53,63,0.213217917,1
69,47,0.077649735,1
27,81,0.036278167,0
52,64,-0.060030399,-1
43,65,-0.098937266,-1
46,70,0.178134193,1
34,81,-0.376200891,-1
54,62,0.197336802,1
35,79,-0.046934563,-1
59,55,0.143035929,1
49,65,0.093797655,1
62,52,0.315906237,1
37,79,0.004867241,0
63,53,-0.126705239,-1
55,61,-0.06815823,-1
46,70,-0.099636108,-1
42,72,0.174007587,1
48,62,-0.002968184,0
34,82,0.460049162,1
74,42,-0.031446062,-1
45,71,0.08705879,1
45,68,0.0305539,0
31,85,0.108599232,1
47,67,-0.152865395,-1
52,63,0.180586416,1
37,79,-0.12301088,-1
45,69,-0.319700706,-1
40,76,0.111232065,1
58,56,0.201564137,1
24,57,-0.174951757,-1
37,79,-0.215305214,-1
47,64,0.120684629,1
70,44,0.077492404,1
57,55,0.42810624,1
54,56,-0.05984767,-1
59,57,0.069974938,1
72,40,-0.035440124,-1
38,78,-0.110324757,-1
46,68,-0.01976273,-1
55,60,-0.026990991,-1
52,63,-0.043283942,-1
38,69,-0.031082482,-1
48,68,0.251307864,1
53,57,-0.065328288,-1
46,70,-0.043346914,-1
69,47,-0.157721291,-1
44,72,-0.105565107,-1
48,66,-0.097192505,-1
50,66,0.020403952,0
54,62,-0.112286055,-1
36,80,-0.091939426,-1
53,63,0.161810076,1
37,70,0.018956066,0
59,57,-0.124339746,-1
48,68,-0.021125846,-1
55,61,-0.074871673,-1
47,69,0.076420735,1
40,73,-0.095199085,-1
38,78,0.237087244,1
39,75,-0.103522434,-1
75,41,0.056876963,1
67,49,-0.070564688,-1
71,44,-0.05469901,-1
61,47,0.100138872,1
69,41,0.22533022,1
37,79,-0.235402566,-1
45,71,0.134040007,1
35,81,0.218207172,1
63,43,0.094007591,1
52,64,-0.179633095,-1
45,71,-0.021964373,-1
45,71,0.202846154,1
57,57,0.093571127,1
57,57,0.145063842,1
44,72,-0.089263579,-1
35,81,0.297839461,1
44,72,-0.056189317,-1
38,78,0.186784364,1
33,51,0.358333326,1
35,70,0.074712529,1
47,69,-0.070992037,-1
67,49,-0.033047814,-1
28,88,0.023498858,0
58,56,0.212508133,1
57,51,0.150551358,1
60,54,0.33529015,1
48,65,-0.077486831,-1
57,58,-0.028012376,-1
50,66,-0.210584541,-1
41,64,-0.083528465,-1
50,30,-0.055690711,-1
56,60,-0.045513275,-1
61,55,0.082168876,1
53,63,0.045465904,1
36,45,-0.042313105,-1
29,53,-0.05967268,-1
53,63,0.092576166,1
65,49,0.093377899,1
37,79,-0.230414396,-1
63,53,-0.0206884,-1
43,72,0.09209311,1
50,58,0.055950514,1
60,53,-0.040772496,-1
55,59,-0.016499914,-1
30,86,0.051419663,1
47,31,0.297383577,1
46,70,-0.008059909,0
42,74,-0.194402313,-1
62,54,0.236526623,1
44,72,-0.140960642,-1
61,49,0.151013883,1
31,85,-0.119736863,-1
62,54,0.208680386,1
46,68,-0.079938667,-1
25,57,-0.062364569,-1
36,80,0.202003037,1
48,68,0.149563748,1
64,52,0.028534344,0
35,81,-0.119473362,-1
33,73,-0.113763812,-1
38,40,0.076605476,1
54,60,-0.137758531,-1
53,63,-0.018454915,-1
54,61,0.258142486,1
72,44,-0.137465079,-1
36,74,0.17726681,1
69,47,0.267574198,1
42,74,-0.112857455,-1
50,66,-0.154686968,-1
29,51,0.002570093,0
55,57,-0.130986286,-1
54,54,0.065199763,1
46,70,-0.185543584,-1
41,75,-0.016964613,-1
51,34,0.11253817,1
51,65,-0.096618139,-1
65,51,0.257843807,1
48,68,-0.047115086,-1
43,65,-0.207485594,-1
51,61,0.433825172,1
40,74,-0.108553011,-1
51,63,0.145444482,1
55,61,-0.177432485,-1
34,81,0.235310033,1
63,53,-0.065992041,-1
46,70,-0.091799999,-1
41,75,0.181863748,1
40,74,-0.179825392,-1
49,59,0.017744088,0
54,60,0.032193643,0
42,38,0.104344449,1
68,48,-0.206242588,-1
44,71,0.097818113,1
41,75,0.156259784,1
52,64,-0.291319324,-1
30,84,-0.217724168,-1
52,64,0.09069511,1
43,66,0.002169186,0
48,68,0.008288717,0
66,44,0.045969026,1
49,56,-0.13320155,-1
53,61,-0.165256906,-1
33,83,0.142411724,1
51,65,0.232263933,1
36,80,-0.019929827,-1
63,44,-0.048487357,-1
41,75,-0.101572997,-1
61,49,-0.022921172,-1
71,43,-0.114748337,-1
54,62,-0.072020765,-1
34,82,-0.078877743,-1
41,73,0.089588359,1
30,86,-0.285702081,-1
26,50,-0.148461542,-1
47,59,0.017645078,0
46,64,0.083571374,1
46,32,-0.051503811,-1
44,72,0.082672225,1
49,67,-0.184158181,-1
48,68,0.143644601,1
49,67,-0.06322057,-1
36,80,0.412121349,1
38,78,0.064613029,1
48,66,0.080374993,1
50,66,0.100164622,1
32,54,-0.240425277,-1
40,70,0.010552189,0
52,56,0.088626939,1
37,79,-0.034296071,-1
42,42,-0.157695681,-1
45,70,0.09173447,1
49,56,-0.143282525,-1
42,67,0.098104869,1
64,52,0.181485788,1
34,82,0.160783909,1
42,42,-0.130897173,-1
52,64,-0.06058288,-1
51,65,-0.105378969,-1
49,63,0.264908639,1
52,64,0.201064316,1
45,71,0.094583721,1
70,46,-0.053336536,-1
42,74,-0.035907883,-1
59,48,0.135176557,1
61,55,-0.008168671,0
43,71,0.254723486,1
65,45,-0.072509114,-1
55,60,-0.191269012,-1
30,82,-0.207590299,-1
41,75,0.129546862,1
36,80,0.184255072,1
46,70,0.084026145,1
40,76,-0.052777955,-1
42,72,0.064206489,1
62,52,0.152284891,1
64,46,0.012765587,0
44,72,-0.350757677,-1
72,44,0.464193606,1
53,63,-0.174386543,-1
40,76,-0.0618337,-1
44,72,-0.054732303,-1
49,67,0.087921571,1
37,79,-0.213122542,-1
51,59,0.212310654,1
45,71,0.007140497,0
43,73,-0.071573399,-1
41,67,0.375727574,1
36,69,-0.009053294,0
52,64,0.161059545,1
45,69,0.329814924,1
38,78,-0.014077017,0
42,72,0.030260595,0
40,44,-0.324725052,-1
40,70,-0.092063035,-1
54,62,-0.024083618,-1
68,48,0.318353183,1
42,74,0.331516119,1
37,79,-0.089570144,-1
45,65,-0.041808109,-1
54,62,0.031906302,0
50,66,0.083446334,1
46,68,-0.049848755,-1
59,57,0.024197751,0
53,63,0.041395163,1
51,65,-0.174645631,-1
49,67,0.124496806,1
43,73,-0.009075014,0
55,61,0.022045801,0
58,58,0.046972122,1
63,51,0.050407993,1
56,59,-0.112402442,-1
54,59,-0.013815376,0
57,55,0.102535878,1
39,72,0.02826962,0
47,65,-0.149832772,-1
40,76,-0.022503433,-1
49,67,-0.009747478,0
64,52,-0.288512994,-1
31,49,-0.10915703,-1
52,64,0.163013952,1
45,71,0.115001303,1
58,52,0.02603629,0
32,75,0.241588176,1
40,70,0.300801213,1
52,61,-0.165961249,-1
61,47,0.108011327,1
59,57,0.222289338,1
52,60,0.04828259,1
42,74,-0.012937498,0
64,52,0.045507479,1
44,70,-0.053770082,-1
41,71,0.287811482,1
44,66,-0.216147747,-1
29,51,-0.225298034,-1
29,87,0.12718466,1
39,77,0.114251568,1
57,59,-0.31116974,-1
42,74,0.215218454,1
64,52,0.111995576,1
45,67,0.036366258,0
26,58,-0.177216727,-1
42,72,0.008849928,0
72,38,0.167214666,1
29,47,-0.006742331,0
52,64,0.096397007,1
50,66,0.091236448,1
45,69,0.158057392,1
37,67,0.317306154,1
32,84,-0.096469416,-1
48,62,0.018473939,0
49,67,0.080092489,1
44,72,-0.006959036,0
43,73,0.194775692,1
54,62,-0.030717427,-1
31,85,0.253579756,1
40,76,0.273238254,1
36,72,0.122182795,1
49,67,-0.145710751,-1
49,67,0.251009772,1
55,60,0.209862277,1
60,53,0.101923289,1
52,64,0.047004375,1
61,55,0.419321714,1
37,79,-0.102943935,-1
34,82,0.096740464,1
58,58,0.226455374,1
44,72,-0.054121603,-1
68,42,-0.108036346,-1
32,78,0.095588299,1
35,81,-0.114217083,-1
46,68,0.006515365,0
49,67,-0.051914718,-1
33,83,0.084432956,1
51,63,0.08117782,1
41,72,-0.086297293,-1
69,47,-0.08961773,-1
36,80,-0.2356891,-1
42,74,-0.102617458,-1
54,60,-0.032905126,-1
65,51,0.13896023,1
54,62,0.141953812,1
43,65,-0.0493611,-1
28,50,0.169817117,1
34,80,0.001703995,0
37,79,0.112875185,1
37,71,0.047874745,1
38,74,-0.099344445,-1
66,48,0.110499606,1
58,45,-0.034405986,-1
41,37,-0.075880563,-1
53,63,-0.150929403,-1
55,61,0.147038173,1
49,67,-0.041544451,-1
65,51,-0.021109727,-1
36,78,-0.107300871,-1
52,58,0.133470863,1
23,93,-0.351886679,-1
45,68,0.301359037,1
64,50,0.12242364,1
61,55,-0.024309856,-1
43,43,-0.014226629,0
29,87,0.173789051,1
44,40,0.041511894,1
37,79,-0.054678939,-1
35,79,-0.08288596,-1
44,42,-0.180390029,-1
57,59,-0.049523644,-1
50,66,0.158911643,1
54,62,0.053443938,1
52,64,0.041229671,1
37,79,-0.109104591,-1
59,56,0.199871131,1
46,70,0.258018095,1
39,77,0.17928004,1
41,73,0.012259456,0
69,47,0.035872293,0
32,50,0.21937889,1
30,48,-0.041808151,-1
57,57,-0.028855916,-1
45,71,-0.031948961,-1
48,36,-0.055033385,-1
49,65,0.175091934,1
44,72,0.183322024,1
43,67,-0.059200234,-1
36,80,0.073607777,1
54,62,-0.171253776,-1
55,61,0.195344827,1
76,40,0.019592903,0
65,51,0.15750491,1
45,71,0.125648223,1
52,61,0.040125514,1
40,75,0.119315309,1
39,77,-0.018998348,-1
44,70,0.147776739,1
40,41,0.170659938,1
47,59,-0.035866466,-1
52,64,0.091180054,1
41,75,0.148473596,1
57,59,0.320406197,1
41,75,0.296055161,1
30,85,0.069941332,1
41,74,0.226388833,1
53,63,-0.1705835,-1
51,59,0.321509951,1
47,67,-0.028196667,-1
32,46,-0.210608442,-1
50,66,0.039413078,0
64,52,0.231794561,1
28,88,0.200099547,1
51,65,-0.039364117,-1
45,65,-0.121698739,-1
51,65,-0.228216913,-1
33,81,0.063357785,1
44,72,-0.152546346,-1
39,77,0.065154404,1
36,48,-0.128838457,-1
50,66,0.102085383,1
45,71,0.061595956,1
43,73,-0.165046815,-1
38,75,0.118011007,1
53,61,0.134369577,1
41,75,0.078444505,1
48,67,0.090793525,1
32,84,0.022197033,0
52,64,-0.157669758,-1
40,73,0.202288889,1
36,46,0.165525012,1
35,39,-0.208460062,-1
55,61,0.099430692,1
38,78,0.022050792,0
62,54,0.009211689,0
27,89,0.049463518,1
42,74,0.380908394,1
